0.01632	0.896	
0.03727	0.835	
0.06017	0.809	
0.08453	0.783	
0.1027	0.771	
0.3074	0.731	
0.4048	0.723	
0.5089	0.721	
0.6107	0.719	
0.8174	0.730	
1.0910	0.747	
